investor,year,weighted_score
Kidder Stephen W,2015,8.519391352990558
ARDSLEY ADVISORY PARTNERS,2013,8.51839803754098
WBI INVESTMENTS,2013,8.5145927996511
NICHOLAS CO INC /WI,2013,8.510468893177421
Consonance Capital Management LP,2015,8.507949957179017
"Rail-Splitter Capital Management, LLC",2013,8.501957547878416
Avalon Global Asset Management LLC,2017,8.500929615133783
USCA RIA LLC,2015,8.495447901317844
BHF Kleinwort Benson Group S.A.,2015,8.492749233731711
Buffington Mohr McNeal,2013,8.49013647203039
Zenit Asset Management AB,2015,8.487871125965725
"Polaris Capital Management, LLC",2017,8.47781513477292
HOLT-SMITH ADVISORS INC,2013,8.47302396335647
"Chapter IV Investors, LLC",2017,8.468556361587886
MASSACHUSETTS FINANCIAL SERVICES CO /MA/,2015,8.466915524586225
FORTE CAPITAL LLC /ADV,2017,8.465383847301839
DIKER MANAGEMENT LLC,2015,8.461773741337042
CRITERION CAPITAL MANAGEMENT LLC,2017,8.461734772374449
Concert Wealth Management Inc.,2015,8.458929789797315
Standard Life Investments LTD,2017,8.457475073131015
"Robertson Opportunity Capital, LLC",2017,8.45640032390959
WESTFIELD CAPITAL MANAGEMENT CO LP,2015,8.455702896565523
"Nikko Asset Management Americas, Inc.",2015,8.45565521960985
"CAPITAL ONE, NATIONAL ASSOCIATION",2015,8.452633822196779
CAPITAL INTERNATIONAL LTD /CA/,2017,8.446616868345872
SANDLER CAPITAL MANAGEMENT,2017,8.44608008532281
UMB BANK N A/MO,2015,8.445941496942726
BRYN MAWR TRUST CO/PA,2013,8.445504021340712
NEW AMSTERDAM PARTNERS LLC/NY,2013,8.444088437602854
"CAPITAL ONE, NATIONAL ASSOCIATION",2013,8.441430387583035
Castleton Investment Management LLC,2017,8.439717565960702
Stockbridge Partners LLC,2017,8.43961429599323
"Kenmare Capital Partners, L.L.C.",2013,8.437296162535084
"Dana Investment Advisors, Inc.",2015,8.436828881336613
CAPITAL MANAGEMENT CORP /VA,2017,8.432941051901965
FIRST MANHATTAN CO,2013,8.432784729082845
"Elm Ridge Management, LLC",2015,8.429257680182149
"Plante Moran Financial Advisors, LLC",2017,8.427772504160446
"Capital Planning Advisors, LLC",2017,8.422910473005917
"Kazazian Asset Management, LLC",2015,8.422642241569463
THORNBURG INVESTMENT MANAGEMENT INC,2013,8.420639511936484
MARATHON CAPITAL MANAGEMENT,2013,8.414945748583172
"BOKF, NA",2013,8.412965246601035
Robeco Institutional Asset Management B.V.,2017,8.412945550115191
Bodri Capital Management LLC,2013,8.412619139734863
"King Wealth Management Group, LLC",2015,8.41141947561515
"Redwood Investments, LLC",2017,8.409113830960115
Nationwide Fund Advisors,2013,8.399359620460949
"Meristem, LLP",2015,8.399319144071633
BAINCO INTERNATIONAL INVESTORS,2017,8.387801710837039
Bell Bank,2017,8.387123591276593
ESSEX INVESTMENT MANAGEMENT CO LLC,2013,8.37773591940099
BRYN MAWR TRUST Co,2015,8.372142024687566
PEKIN SINGER STRAUSS ASSET MANAGEMENT /IL,2013,8.370006118377194
"CADIAN CAPITAL MANAGEMENT, LP",2015,8.369559834926198
EUBEL BRADY & SUTTMAN ASSET MANAGEMENT INC,2013,8.366405196315453
KINGS POINT CAPITAL MANAGEMENT,2015,8.365797722087581
"CEDAR HILL ASSOCIATES, LLC",2015,8.359725861113475
"AFAM CAPITAL, INC.",2017,8.35564549029525
Drexel Morgan & Co.,2017,8.351100520361907
FARMERS & MERCHANTS INVESTMENTS INC,2017,8.348259355135978
LAZARD ASSET MANAGEMENT LLC,2017,8.347967528684663
FIRST FINANCIAL CORP /IN/,2015,8.346405300335295
"Winslow, Evans & Crocker, Inc.",2015,8.342042057092385
"NAPLES GLOBAL ADVISORS, LLC",2015,8.340231990081435
RIVERPARK CAPITAL MANAGEMENT LLC,2015,8.33882857716397
Espalier Global Management LLC,2015,8.337048039706902
Financial Enhancement Group LLC,2015,8.335550227849163
Shannon River Fund Management CO LLC,2013,8.333993295265769
Central Square Management LLC,2015,8.333030339182873
CAPITAL GUARDIAN TRUST CO,2015,8.332687275150025
GLG LLC,2017,8.330942023632389
"STONE RUN CAPITAL, LLC",2015,8.329981547482554
MARIETTA INVESTMENT PARTNERS LLC,2013,8.329437767445015
"Aureus Asset Management, LLC",2013,8.325913958508202
Seven Bridges Advisors LLC,2017,8.325136483669317
WHITTIER TRUST CO,2017,8.32309706687835
Pacad Investment Ltd.,2015,8.318071818554687
"Sage Asset Management, L.P.",2013,8.317591486360563
"Barnett & Company, Inc.",2015,8.316893814327292
ING INVESTMENT MANAGEMENT LLC,2013,8.316476655322697
VONTOBEL ASSET MANAGEMENT INC,2015,8.314576757102456
Louisiana State Employees Retirement System,2015,8.314192306380887
GAM Holding AG,2017,8.312975183297876
FIRST INVESTORS MANAGEMENT CO INC,2013,8.299443084163535
"ACT II MANAGEMENT, LP",2013,8.299208868305286
"RBF Capital, LLC",2015,8.296418867594893
Westend Capital Management LLC,2013,8.293165539363624
KING INVESTMENT ADVISORS INC/TX,2013,8.289754602650516
KINGSTOWN CAPITAL MANAGEMENT L.P.,2013,8.287216762895646
"Buckingham Capital Management, Inc.",2017,8.284997506787443
AUXIER ASSET MANAGEMENT,2013,8.284635869656913
Covington Investment Advisors Inc.,2017,8.28445862368408
COOPERMAN LEON G,2013,8.284188518974197
Allen Investment Management LLC,2017,8.280345399534962
"THOMPSON DAVIS & CO., INC.",2017,8.275977723088477
"Zuckerman Investment Group, LLC",2013,8.271451793886945
Contour Asset Management LLC,2017,8.271206484919492
"Convergence Investment Partners, LLC",2015,8.269921015803703
Polar Capital LLP,2017,8.267052017917733
"LORD, ABBETT & CO. LLC",2015,8.26511754090302
"Newman Dignan & Sheerar, Inc.",2017,8.256945565619379
WESTFIELD CAPITAL MANAGEMENT CO LP,2017,8.256329007544839
"JASINKIEWICZ CAPITAL MANAGEMENT, LP",2013,8.251241162789682
"LVW Advisors, LLC",2015,8.250476826632491
Southeast Asset Advisors Inc.,2017,8.244474913915221
OPPENHEIMER & CO INC,2015,8.240136935449028
Arosa Capital Management LP,2015,8.239903876683286
TANAKA CAPITAL MANAGEMENT INC,2013,8.239493175691745
Dynamic Capital Management Ltd,2015,8.239074106230763
IVORY INVESTMENT MANAGEMENT. L.P.,2015,8.238830263589232
Brahman Capital Corp.,2013,8.238271317917858
"ANALYTIC INVESTORS, LLC",2015,8.237513307633368
ICON ADVISERS INC/CO,2013,8.237352906800272
Tyrus Capital S.A.M.,2013,8.234006672908048
"Convergence Investment Partners, LLC",2013,8.231768363872849
BESSEMER GROUP INC,2015,8.224571923132935
"Aston Asset Management, LP",2013,8.22399303216362
Meditor Group Ltd,2013,8.223836480543056
REGIONS FINANCIAL CORP,2017,8.222410798570488
"Signpost Capital Advisors, LLC",2013,8.221924505691083
"Panning Capital Management, LP",2013,8.21735464906017
"ADAGE CAPITAL PARTNERS GP, L.L.C.",2017,8.216381805954416
"Summit Investment Advisors, Inc.",2013,8.216360562070646
USCA RIA LLC,2013,8.213714398275917
"GREAT LAKES ADVISORS, LLC",2013,8.21319423794121
Dempze Nancy E,2017,8.212589064313605
ROOSEVELT INVESTMENT GROUP INC,2017,8.209417739558862
"BISLETT MANAGEMENT, LLC",2017,8.206020638316712
WILEN INVESTMENT MANAGEMENT CORP.,2015,8.204369343897039
Encompass Capital Advisors LLC,2013,8.200835976579462
HANSEATIC MANAGEMENT SERVICES INC,2015,8.198119445660891
Greenwich Wealth Management LLC,2015,8.195310411574441
SMITH THOMAS W,2013,8.194894125206194
"Horrell Capital Management, Inc.",2013,8.193316521074259
AVENIR CORP,2013,8.192987462580655
MAPLE SECURITIES USA INC,2013,8.192598343108463
Bray Capital Advisors,2017,8.186205287903993
BERNZOTT CAPITAL ADVISORS,2017,8.184285318563289
"FOURPOINTS Investment Managers, S.A.S.",2013,8.178753545696994
"JBF Capital, Inc.",2013,8.177109790748212
MARTINGALE ASSET MANAGEMENT L P,2015,8.17010285821818
PUBLIC SECTOR PENSION INVESTMENT BOARD,2013,8.169533360411775
STEINBERG ASSET MANAGEMENT LLC,2015,8.169278471534168
"HAP Trading, LLC",2015,8.165587316217845
MCKINLEY CAPITAL MANAGEMENT LLC /DELAWARE,2015,8.16514512323483
"683 Capital Management, LLC",2017,8.16232048475277
Sandy Spring Bank,2013,8.155424907897086
"Baird Financial Group, Inc.",2015,8.150680073195495
"Bares Capital Management, Inc.",2017,8.144548236074229
"GRANDFIELD & DODD, LLC",2017,8.143482573949312
US BANCORP \DE\,2013,8.141262427709085
"SENECA CAPITAL INVESTMENTS, L.P.",2013,8.140129146120714
Burgundy Asset Management Ltd.,2013,8.13998114189752
MARKEL CORP,2015,8.129720719496213
ACCOUNT MANAGEMENT LLC,2015,8.12883896384018
"SCHOLTZ & COMPANY, LLC",2015,8.123585242418997
"EDGE ASSET MANAGEMENT, INC",2015,8.122449900662462
AMERICAN FINANCIAL GROUP INC,2015,8.120695277126645
BIEGEL & WALLER LLC,2017,8.114382614522333
DOWLING & YAHNKE LLC,2017,8.1126664107034
Atlanta Capital Group,2013,8.11165968695074
TREMBLANT CAPITAL GROUP,2017,8.111401492001047
"WEBSTER BANK, N. A.",2017,8.1098106904609
Impax Asset Management (AIFM) Ltd,2015,8.102282973967558
"Centaur Capital Partners, L.P.",2013,8.10169141737568
"Crow Point Partners, LLC",2015,8.097628514324919
BlackRock Fund Advisors,2013,8.096823027962875
DSAM Partners LLP,2015,8.095812669419356
SOMERVILLE KURT F,2015,8.094676199941757
PARA ADVISORS LLC,2015,8.088585687827628
USCA RIA LLC,2017,8.083452358408103
PGGM Investments,2015,8.08197150023189
MARIANAS FUND MANAGEMENT LLC,2015,8.081814703075393
Willow Street Advisors LLC,2013,8.08045160462439
KBC Group NV,2013,8.076913462675531
KING LUTHER CAPITAL MANAGEMENT CORP,2013,8.073029454579787
"Horizon Investment Services, LLC",2015,8.066850566113484
"Winch Advisory Services, LLC",2017,8.064959457384399
FAIRVIEW CAPITAL INVESTMENT MANAGEMENT,2013,8.060207171603786
KAHN BROTHERS & CO INC /DE/,2013,8.058056217273514
"Euclidean Technologies Management, LLC",2017,8.058038763021086
NEEDHAM INVESTMENT MANAGEMENT LLC,2017,8.057770852341205
"Miller Investment Management, LP",2013,8.052452047836663
Bowling Portfolio Management LLC,2017,8.050792273287405
EMS Capital LP,2017,8.047221683750958
"Meristem, LLP",2017,8.04705182707566
"Sumitomo Mitsui Asset Management Company, LTD",2015,8.045067619050858
TEACHERS ADVISORS INC,2015,8.039601971234902
"NuWave Investment Management, LLC",2013,8.035791987774484
"Energy Opportunities Capital Management, LLC",2017,8.035541835635533
CALDWELL & ORKIN INC,2013,8.033374646523788
"SENTINEL ASSET MANAGEMENT, INC.",2013,8.03288761373992
STEADFAST CAPITAL MANAGEMENT LP,2015,8.032620689040925
"Geneva Advisors, LLC",2015,8.027380883717308
HAHN CAPITAL MANAGEMENT LLC,2017,8.025964594357683
Tensile Capital Management LLC,2015,8.024705401643683
HARBER ASSET MANAGEMENT LLC,2017,8.0218236802155
"GFS Advisors, LLC",2017,8.021036738467195
Seatown Holdings Pte. Ltd.,2015,8.020698047179284
NEXTHERA CAPITAL LP,2017,8.017876058801974
WEDBUSH SECURITIES INC,2015,8.012590468767273
FIRST NATIONAL TRUST CO,2013,8.012548926580957
"Boyer & Corporon Wealth Management, LLC",2013,8.00777642568848
"Arlington Capital Management, Inc.",2015,8.006036683429263
COOKSON PEIRCE & CO INC,2015,8.005091278048864
OMERS ADMINISTRATION Corp,2017,8.004845961766257
"Cubic Asset Management, LLC",2013,8.00250438811747
Oasis Management Co Ltd.,2017,8.000420458529033
"Key Colony Management, LLC",2015,7.993823338908589
Lamond Capital Partners LLC,2015,7.993259170253597
"Winfield Associates, Inc.",2017,7.990733880742612
Standard Life Investments LTD,2013,7.989362773935446
Gareth Morgan Investments Limited Partnership,2015,7.988340633840982
"Mitsubishi UFJ Securities Holdings Co., Ltd.",2017,7.985780969430238
"Cornerstone Advisors, Inc.",2015,7.985021813655963
First American Bank,2015,7.972234564835546
MANAGED ACCOUNT ADVISORS LLC,2013,7.970918978733125
COMMERCE BANK,2015,7.968680439764773
RIVERHEAD CAPITAL MANAGEMENT LLC,2015,7.968354817608107
WETHERBY ASSET MANAGEMENT INC,2017,7.965688763955746
STEADFAST ADVISORS LP,2015,7.963030279308869
FIRST NATIONAL BANK & TRUST CO OF NEWTOWN,2017,7.957596112367547
"Orbitronix, LP",2015,7.957301217447848
TPG-AXON Management LP,2013,7.9529618292783955
"Talara Capital Management, LLC",2017,7.952487049691017
Polar Capital LLP,2013,7.952025738048533
"Carroll Financial Associates, Inc.",2015,7.949565328839409
PICTON MAHONEY ASSET MANAGEMENT,2017,7.9477466590254044
FIRST UNITED BANK TRUST/,2015,7.946939829934395
SPECTRUM ADVISORY SERVICES INC,2013,7.942967525849049
FIDUCIARY TRUST CO,2015,7.941848571864735
Algebris Investments (UK) LLP,2015,7.940054232256593
WAGNER CAPITAL MANAGEMENT CORP,2013,7.939555134155566
K.J. Harrison & Partners Inc,2017,7.93919257004447
FIRST MIDWEST BANK TRUST DIVISION,2015,7.93878682568796
"WHALEROCK POINT PARTNERS, LLC",2017,7.938286105404632
OMERS ADMINISTRATION Corp,2015,7.9378936282382835
HANSEATIC MANAGEMENT SERVICES INC,2017,7.931177178341893
THREE BAYS CAPITAL LP,2015,7.9307020581631695
Louisiana State Employees Retirement System,2017,7.9219065054295275
"Strategic Financial Services, Inc,",2015,7.9212738446269775
COMMONWEALTH BANK OF AUSTRALIA,2015,7.916874362766089
Stevens First Principles Investment Advisors,2015,7.915444121306917
"Budros, Ruhlin & Roe, Inc.",2013,7.907677453598566
"Foundation Asset Management, LLC",2013,7.907322607359967
Kidder Stephen W,2017,7.906720572418202
"Stillwater Investment Management, LLC",2017,7.905882974075815
"Krensavage Asset Management, LLC",2015,7.903194697520382
"WEITZ INVESTMENT MANAGEMENT, INC.",2013,7.9027502031064785
PACIFIC HEIGHTS ASSET MANAGEMENT LLC,2017,7.901467249900507
"J.P. Turner & Co Capital Mnagement, LLC",2015,7.8977295726952175
"CAPROCK Group, Inc.",2015,7.897411449876133
TRUST DEPARTMENT MB FINANCIAL BANK N A,2015,7.89650713798898
PRING TURNER CAPITAL GROUP INC,2017,7.89560706651684
Barrington Strategic Wealth Management Group LLC,2015,7.891365222993612
Gupta Wealth Management LLC,2015,7.887145043621635
"CHATHAM CAPITAL GROUP, INC.",2013,7.8838070461716585
Lingohr & Partner Asset Management GmbH,2015,7.882544858552245
HERMES INVESTMENT MANAGEMENT LTD,2015,7.875516014266718
"SIMPLEX TRADING, LLC",2017,7.872883872525074
FIDUCIARY MANAGEMENT INC /WI/,2015,7.866642169524651
FIDGEON TIMOTHY F,2015,7.865551745865779
GLENHILL ADVISORS LLC,2013,7.865468294981312
BANK OF THE WEST,2015,7.864436698671525
"C.V. Starr & Co., Inc. Trust",2015,7.862215619470208
Asian Century Quest Capital LLC,2013,7.858482343715612
"Route One Investment Company, L.P.",2015,7.85632051218453
NORTHSTAR INVESTMENT ADVISORS LLC,2013,7.855839710741323
"State of Alaska, Department of Revenue",2015,7.854786365265646
Employees Retirement System of Texas,2015,7.852788171629039
Prescott General Partners LLC,2015,7.847295679000371
"Arlington Value Capital, LLC",2015,7.84667837635839
Baring International Investment Ltd,2013,7.843122543425301
STOCK YARDS BANK & TRUST CO,2013,7.838259039504361
RENAISSANCE GROUP LLC,2013,7.836288680556989
TCW GROUP INC,2013,7.835583742672252
DSM CAPITAL PARTNERS LLC,2017,7.8327385605164865
VOYA INVESTMENT MANAGEMENT LLC,2017,7.83199936924251
FINANCIAL COUNSELORS INC,2015,7.831317807388586
OPPENHEIMER & CO INC,2013,7.830183574153291
BRIDGEWAY CAPITAL MANAGEMENT INC,2013,7.827899146706117
HBK INVESTMENTS L P,2015,7.821903219383596
VIKING FUND MANAGEMENT LLC,2013,7.821351849846732
"Ipswich Investment Management Co., Inc.",2013,7.8181842371636865
MARKEL CORP,2013,7.813833849221314
"Decatur Capital Management, Inc.",2015,7.810550587955599
Pacad Investment Ltd.,2017,7.809103327431788
"FOURPOINTS Investment Managers, S.A.S.",2015,7.808999374062519
"Mirae Asset Global Investments Co., Ltd.",2015,7.808945764463121
SkyTop Capital Management LLC,2015,7.8065284660994045
Scoria Capital Partners LP,2017,7.805339041709534
"Sand Hill Global Advisors, LLC",2013,7.803850953142829
"Signpost Capital Advisors, LP",2015,7.801868590357258
ONTARIO TEACHERS PENSION PLAN BOARD,2015,7.799713796349029
"BECK CAPITAL MANAGEMENT, LLC",2017,7.7987194134226865
FINANCIAL PARTNERS CAPITAL MANAGEMENT LLC,2015,7.796913385021314
LYRICAL ASSET MANAGEMENT LP,2013,7.796534654051715
"SC US (TTGP), LTD.",2017,7.795045547057973
"SUMMIT PARTNERS PUBLIC ASSET MANAGEMENT, LLC",2015,7.7930071240146
AUXIER ASSET MANAGEMENT,2017,7.792706387313319
FIRST NATIONAL BANK & TRUST CO OF NEWTOWN,2015,7.792051962925642
"Malaga Cove Capital, LLC",2017,7.791083489565257
Cypress Capital Group,2013,7.782539148566089
"Cutler Capital Management, LLC",2015,7.780171709187679
CRITERION CAPITAL MANAGEMENT LLC,2013,7.7800565073400225
"Wall Street Access Asset Management, LLC",2015,7.779481359226521
PRIVATE CAPITAL MANAGEMENT,2013,7.77836190103722
Mork Capital Management,2015,7.776717334105819
Frontier Wealth Management LLC,2017,7.772376209781384
"Limestone Value Partners, LLC",2015,7.771785970384821
SWARTHMORE GROUP INC,2017,7.771359260021814
"NEXT Financial Group, Inc",2015,7.769109624001898
"King Wealth Management Group, LLC",2017,7.768579605860876
"AlphaOne Investment Services, LLC",2017,7.76835248269692
Stone Ridge Asset Management LLC,2015,7.7645165713961735
Mountain Lake Investment Management LLC,2017,7.764020843574956
Amiya Capital LLP,2015,7.760131845651819
"Investec Asset Management North America, Inc.",2017,7.758556908311662
"Kistler-Tiffany Companies, LLC",2015,7.758098056392817
"GoodHaven Capital Management, LLC",2013,7.757267212397167
"Peregrine Asset Advisers, Inc.",2013,7.753560550542345
"Twin Securities, Inc.",2013,7.753234915811138
DOWLING & YAHNKE LLC,2013,7.751960505742103
Somerset Group LLC,2013,7.748435098689132
"Northstar Group, Inc.",2017,7.743796204884479
"Bienville Capital Management, LLC",2017,7.742715243152347
KBC Group NV,2015,7.742562591861595
"Pinkerton Retirement Specialists, LLC",2017,7.740512547660758
Jones Collombin Investment Counsel Inc,2017,7.73502027127117
"300 NORTH CAPITAL, LLC",2013,7.730098760759952
Newbrook Capital Advisors LP,2013,7.7266731879713
ALTRINSIC GLOBAL ADVISORS LLC,2015,7.7242785800350955
Zweig-DiMenna Associates LLC,2017,7.7206069075450205
"NAPLES GLOBAL ADVISORS, LLC",2017,7.715830345193912
BOWEN HANES & CO INC,2015,7.715050362417088
OTTER CREEK MANAGEMENT INC,2013,7.7064974049748525
"Anchor Bolt Capital, LP",2017,7.691526128463501
JD CAPITAL MANAGEMENT LLC,2013,7.686772342071052
BERNZOTT CAPITAL ADVISORS,2015,7.68284200180966
ARROW FINANCIAL CORP,2015,7.680505255899641
GENEVA CAPITAL MANAGEMENT LTD/WI,2013,7.674840025798655
First Washington CORP,2013,7.673526262625004
SCHNEIDER CAPITAL MANAGEMENT CORP,2015,7.668643006985269
Chautauqua Capital Management,2015,7.667859060142655
NOMURA ASSET MANAGEMENT CO LTD,2015,7.666733060563551
FINANCIAL COUNSELORS INC,2013,7.664381173567898
"HOURGLASS CAPITAL, LLC",2015,7.664234200690971
"Kistler-Tiffany Companies, LLC",2013,7.663102429262306
Quadrature Capital LLP,2015,7.6619123204314095
WELCH CAPITAL PARTNERS LLC/NY,2017,7.6579123277707675
"Sequent Asset Management, LLC",2017,7.65791133497512
David R. Rahn & Associates Inc.,2015,7.6557043318867235
WINSLOW ASSET MANAGEMENT INC,2017,7.65524157759235
UNITED SERVICES AUTOMOBILE ASSOCIATION,2015,7.655208492472408
SII INVESTMENTS INC/WI,2013,7.65343591378911
"OUTFITTER ADVISORS, LTD.",2017,7.650855790907405
BT Investment Management Ltd,2017,7.647000940163112
MARTIN & CO INC /TN/,2013,7.642476551764014
FIDUCIARY FINANCIAL SERVICES OF THE SOUTHWEST INC /TX,2013,7.641812258735139
WOODMONT INVESTMENT COUNSEL LLC,2013,7.6409417763147625
CAZ INVESTMENTS LP,2017,7.637813977015669
MARSHALL WACE ASIA Ltd,2017,7.634520280395477
PICTET ASSET MANAGEMENT LTD,2015,7.634482458378599
"NORTHWESTERN MUTUAL INVESTMENT MANAGEMENT COMPANY, LLC",2017,7.622011288519836
SCOPIA CAPITAL MANAGEMENT LLC,2013,7.614755144990177
"BASSWOOD CAPITAL MANAGEMENT, L.L.C.",2013,7.612669574485562
"State of Alaska, Department of Revenue",2013,7.612435530607334
CABOT WEALTH MANAGEMENT INC,2017,7.610030761267825
"ROCKY MOUNTAIN ADVISERS, LLC",2017,7.609252385165811
Hitchwood Capital Management LP,2015,7.605195769299612
DELTEC ASSET MANAGEMENT LLC,2015,7.596320334256685
"WESTERLY CAPITAL MANAGEMENT, LLC",2015,7.5881257147196495
Calamos Wealth Management LLC,2017,7.587337382619996
COMMONWEALTH OPPORTUNITY CAPITAL GP LLC,2015,7.5863073262192495
MILLER HOWARD INVESTMENTS INC /NY,2013,7.584744083817712
"HighTower Advisors, LLC",2013,7.58024272051896
MD SASS INVESTORS SERVICES INC,2013,7.574211228140675
KBC Group NV,2017,7.570581800634199
"Opus Point Partners Management, LLC",2015,7.569978435856433
MACQUARIE GROUP LTD,2013,7.565656466346859
OVERBROOK MANAGEMENT CORP,2017,7.56485125352243
CATAPULT CAPITAL MANAGEMENT LLC,2015,7.562829860011997
